Iceland,2/7/2022,1958
Morocco,1/12/2022,64363
Europe,2/1/2022,2456243
Saint Vincent and the Grenadines,1/17/2022,82
Morocco,2/11/2022,57342
Mongolia,2/19/2022,865
Jersey,1/20/2022,234
Turks and Caicos Islands,1/5/2022,122
Turkey,2/3/2022,157963
Macao,2/5/2022,706
Uganda,1/2/2022,136612
Guinea,1/14/2022,914
Myanmar,2/8/2022,111338
Croatia,1/8/2022,14625
British Virgin Islands,2/4/2022,8
Jordan,2/2/2022,15005
Serbia,1/15/2022,5059
Philippines,1/4/2022,401730
Slovakia,1/7/2022,25222
Canada,1/21/2022,312922
Suriname,1/6/2022,294
Rwanda,1/12/2022,127901
New Zealand,2/6/2022,44622
Fiji,2/2/2022,247
Cook Islands,1/8/2022,8
Australia,1/30/2022,228149
Ukraine,1/10/2022,60411
Zambia,1/24/2022,17106
Germany,1/5/2022,408163
South Africa,1/28/2022,63546
Burkina Faso,1/7/2022,9295
Bahrain,2/3/2022,2541
Rwanda,1/20/2022,127901
Tunisia,2/2/2022,11101
Mali,1/13/2022,30856
Qatar,2/10/2022,18870
French Polynesia,2/1/2022,217
Morocco,1/18/2022,57504
European Union,2/7/2022,1372244
Mozambique,1/29/2022,68786
Guernsey,1/1/2022,1747
Spain,1/18/2022,231475
Bahrain,1/20/2022,3663
Czechia,1/29/2022,32789
Switzerland,1/6/2022,51071
Macao,1/24/2022,2597
Eswatini,1/1/2022,722
Angola,1/26/2022,134833
Croatia,1/5/2022,11815
New Zealand,2/15/2022,51269
Ecuador,2/1/2022,55682
Slovenia,1/11/2022,6977
European Union,1/6/2022,2434190
Sint Maarten (Dutch part),1/1/2022,15
European Union,2/5/2022,1532808
Ghana,2/1/2022,84487
Ireland,2/5/2022,9538
Cyprus,1/30/2022,3013
Upper middle income,1/22/2022,9393066
European Union,1/7/2022,2778839
Egypt,2/4/2022,288007
Grenada,2/1/2022,97
Tunisia,2/12/2022,8226
Uruguay,1/17/2022,21748
Ghana,1/3/2022,59476
United States,1/7/2022,1084777
Argentina,1/13/2022,405376
Ukraine,1/6/2022,52517
Oceania,1/10/2022,266799
Sint Maarten (Dutch part),1/17/2022,561
Bolivia,1/1/2022,46080
Isle of Man,2/18/2022,64
China,1/17/2022,5210429
Tonga,1/8/2022,299
Latvia,1/3/2022,5994
Paraguay,1/9/2022,28088
Low income,1/28/2022,405463
World,2/19/2022,24706526
Norway,1/19/2022,48339
Italy,1/16/2022,665340
Iceland,1/25/2022,2206
World,1/13/2022,36590735
Romania,2/4/2022,15943
Democratic Republic of Congo,1/18/2022,2367
Bosnia and Herzegovina,1/7/2022,4315
Wales,1/13/2022,13603
Thailand,1/21/2022,440735
Peru,1/6/2022,192438
Pakistan,1/2/2022,1103855
Thailand,1/9/2022,324348
Niger,1/3/2022,18757
Hong Kong,2/11/2022,72583
Guinea,1/5/2022,73485
Kosovo,1/19/2022,3850
Turkey,2/9/2022,161432
Isle of Man,1/18/2022,130
Madagascar,1/25/2022,5727
Low income,2/4/2022,272395
Ethiopia,1/22/2022,789
Tonga,1/18/2022,77
Syria,1/29/2022,2829
Cote d'Ivoire,1/25/2022,12121
Venezuela,1/13/2022,126261
Sao Tome and Principe,1/15/2022,384
Turks and Caicos Islands,1/25/2022,122
Haiti,1/10/2022,251
Trinidad and Tobago,1/23/2022,1814
Saint Lucia,1/31/2022,65
Northern Ireland,1/1/2022,6772
Australia,1/19/2022,281124
Belize,1/8/2022,407
Laos,1/11/2022,35334
Switzerland,1/15/2022,63935
New Caledonia,1/17/2022,205
Bangladesh,1/24/2022,970239
Cambodia,1/22/2022,126579
Venezuela,1/4/2022,126261
Burundi,1/8/2022,41
Turkey,1/22/2022,227692
Thailand,1/13/2022,458729
Russia,2/17/2022,537979
Belgium,1/8/2022,121607
Antigua and Barbuda,1/29/2022,67
Cyprus,2/16/2022,1913
Pakistan,1/17/2022,728558
Saint Vincent and the Grenadines,1/29/2022,114
Dominican Republic,1/26/2022,20133
Angola,1/28/2022,131795
Philippines,2/12/2022,355860
Canada,2/11/2022,132057
European Union,2/9/2022,1275916
England,1/12/2022,190949
Bahamas,2/5/2022,316
Serbia,1/25/2022,4231
Sierra Leone,1/15/2022,19007
Chad,1/15/2022,2544
Albania,1/17/2022,5976
Kazakhstan,1/18/2022,18226
Canada,2/13/2022,130831
Suriname,2/6/2022,156
Africa,2/20/2022,1192540
Cambodia,1/11/2022,68106
Australia,1/24/2022,281234
Hong Kong,1/15/2022,40113
Tunisia,2/4/2022,10301
Sri Lanka,1/14/2022,73723
Dominica,1/8/2022,116
Austria,1/19/2022,38051
Canada,1/12/2022,369341
Seychelles,1/7/2022,347
Trinidad and Tobago,1/21/2022,1992
North America,2/19/2022,1050924
Chile,1/14/2022,85634
Oman,1/9/2022,11708
Malta,2/1/2022,1977
Northern Ireland,2/18/2022,2013
Romania,1/9/2022,29841
France,1/13/2022,580705
New Zealand,1/16/2022,40682
Seychelles,1/1/2022,204
Argentina,1/28/2022,272997
Sweden,2/1/2022,63080
South America,1/27/2022,2048431
Saint Vincent and the Grenadines,1/19/2022,82
Italy,1/14/2022,655197
Seychelles,1/13/2022,347
Uzbekistan,1/28/2022,3947
Ethiopia,1/14/2022,624
Romania,1/8/2022,28455
Sierra Leone,1/2/2022,1199
Ukraine,2/15/2022,56762
Guinea-Bissau,2/14/2022,9601
Saudi Arabia,1/11/2022,195414
India,1/3/2022,6582722
Malta,2/3/2022,1666
Iran,1/14/2022,578783
Malaysia,1/21/2022,202489
Sweden,2/8/2022,50054
India,2/3/2022,6057863
Comoros,1/6/2022,893
Low income,2/17/2022,348188
Greenland,1/14/2022,51
Zimbabwe,2/3/2022,10619
Gibraltar,2/3/2022,81
Lower middle income,2/3/2022,9791710
Faeroe Islands,1/10/2022,410
Eswatini,2/5/2022,1343
Wales,2/19/2022,5142
Fiji,2/13/2022,333
Kyrgyzstan,2/1/2022,9724
Uganda,1/16/2022,29841
Honduras,2/12/2022,19468
South Africa,1/13/2022,77928
Indonesia,1/26/2022,1252137
Haiti,2/7/2022,453
Russia,1/24/2022,338576
Wales,2/14/2022,3019
Israel,1/13/2022,70705
Cyprus,1/20/2022,4751
Yemen,2/12/2022,1734
Slovakia,2/13/2022,2911
Ghana,1/17/2022,170013
Libya,1/17/2022,10414
Central African Republic,1/10/2022,3596
New Zealand,2/16/2022,49173
Serbia,1/1/2022,11564
Croatia,2/5/2022,5394
Equatorial Guinea,1/17/2022,215
Kazakhstan,1/19/2022,18788
Senegal,1/28/2022,4472
Lithuania,2/19/2022,895
Macao,1/12/2022,2300
Eswatini,1/6/2022,1711
Bangladesh,2/8/2022,957674
French Polynesia,1/10/2022,655
Pakistan,1/27/2022,481901
Democratic Republic of Congo,1/8/2022,3034
Belgium,2/8/2022,28982
Israel,1/20/2022,26487
Honduras,2/8/2022,17701
India,2/7/2022,4466001
Jersey,1/3/2022,593
French Polynesia,1/8/2022,521
Aruba,1/20/2022,67
Panama,2/3/2022,16540
Brunei,1/19/2022,2883
Guinea-Bissau,1/26/2022,807
Japan,1/12/2022,135516
Montenegro,1/21/2022,703
World,1/2/2022,32391144
Paraguay,1/30/2022,14688
Liberia,1/9/2022,8731
Georgia,2/16/2022,3325
Greece,1/26/2022,48064
Spain,1/27/2022,195613
Palestine,1/2/2022,3958
Uzbekistan,1/14/2022,85370
Tanzania,1/12/2022,33124
Greece,1/16/2022,76902
Uzbekistan,1/26/2022,3947
Poland,1/26/2022,145515
China,2/20/2022,5432143
Guinea,1/9/2022,22311
Gibraltar,1/31/2022,83
Djibouti,1/28/2022,588
Eswatini,1/21/2022,3305
San Marino,1/29/2022,248
Georgia,1/28/2022,6976
Sint Maarten (Dutch part),1/5/2022,15
Kuwait,2/6/2022,5632
Afghanistan,1/29/2022,10550
Greece,2/6/2022,37340
Papua New Guinea,1/10/2022,623
Nauru,1/10/2022,0
Africa,1/2/2022,2078755
Morocco,1/16/2022,52767
Malaysia,2/5/2022,72674
Bolivia,1/11/2022,95393
Sweden,1/20/2022,73372
Paraguay,1/25/2022,13457
Estonia,1/10/2022,4497
Latvia,2/12/2022,2845
Lithuania,2/12/2022,1372
Montserrat,1/14/2022,51
Mexico,2/4/2022,493995
Saint Lucia,2/11/2022,62
Brunei,1/12/2022,3371
European Union,1/27/2022,2098584
Ghana,1/19/2022,177159
Suriname,1/29/2022,254
Mongolia,1/12/2022,3867
Austria,1/29/2022,27953
Cyprus,1/22/2022,4569
Tajikistan,1/26/2022,34215
Russia,1/28/2022,317609
Scotland,1/14/2022,19041
United Arab Emirates,2/11/2022,23183
Zambia,2/3/2022,13942
Madagascar,1/6/2022,7371
Malawi,2/11/2022,1106
Colombia,1/16/2022,261404
Dominica,1/31/2022,90
Cambodia,2/4/2022,39140
Equatorial Guinea,1/3/2022,49
Bahamas,1/30/2022,367
Malta,1/28/2022,2407
Angola,1/17/2022,124250
Panama,2/1/2022,18407
Malta,2/14/2022,1235
Oceania,1/19/2022,327031
Palestine,1/1/2022,4904
Kyrgyzstan,1/16/2022,8539
Mozambique,1/6/2022,108804
Guatemala,1/13/2022,94676
Czechia,1/31/2022,31417
Sint Maarten (Dutch part),1/12/2022,642
Armenia,1/27/2022,10216
Democratic Republic of Congo,2/4/2022,5486
Upper middle income,1/8/2022,11062921
Mexico,1/24/2022,666554
Saint Lucia,2/9/2022,73
Taiwan,1/4/2022,71354
Sri Lanka,2/14/2022,54082
Singapore,1/11/2022,49495
Uzbekistan,2/4/2022,73228
Liberia,1/3/2022,11591
Cuba,2/8/2022,39662
Belize,1/30/2022,736
Slovakia,1/19/2022,16491
Mongolia,2/3/2022,952
Singapore,1/24/2022,35686
Poland,1/25/2022,149707
Peru,2/11/2022,104309
Argentina,1/31/2022,315624
Japan,1/5/2022,139729
Iran,1/24/2022,374329
Algeria,1/6/2022,22589
Libya,2/13/2022,10531
Suriname,1/20/2022,201
Singapore,1/19/2022,41270
Syria,2/8/2022,2829
Europe,2/3/2022,2269618
Moldova,2/7/2022,4604
Benin,1/29/2022,14887
Oman,1/21/2022,14200
Turkey,2/20/2022,120434
Kiribati,1/18/2022,330
Poland,2/15/2022,60111
Morocco,1/9/2022,76902
Thailand,2/1/2022,323370
Dominican Republic,2/10/2022,19421
Wales,1/7/2022,13032
Gabon,1/18/2022,3178
Philippines,1/15/2022,790024
Czechia,1/13/2022,72264
Suriname,1/11/2022,390
Bangladesh,1/10/2022,829757
Cameroon,1/7/2022,254
Macao,1/25/2022,2606
Azerbaijan,1/5/2022,12566
Niger,1/17/2022,972
Ukraine,2/9/2022,58741
Faeroe Islands,2/7/2022,50
Liberia,2/5/2022,1580
Northern Ireland,1/9/2022,7576
Libya,2/11/2022,9958
Uzbekistan,1/19/2022,3947
Iraq,1/17/2022,54587
Kosovo,1/23/2022,4250
Cambodia,1/14/2022,100491
Sweden,1/8/2022,31842
Saudi Arabia,1/7/2022,205018
Zambia,2/17/2022,15886
Mozambique,1/17/2022,226094
Tonga,1/9/2022,265
Slovenia,2/7/2022,2956
Iraq,2/5/2022,44310
Central African Republic,1/31/2022,4817
Indonesia,2/15/2022,1252137
Lebanon,1/20/2022,14094
Timor,2/2/2022,678
Peru,2/4/2022,113524
Liechtenstein,1/17/2022,304
Iran,1/21/2022,386871
Benin,2/2/2022,14887
Papua New Guinea,2/5/2022,794
Eswatini,1/8/2022,2103
Grenada,1/31/2022,101
Gibraltar,2/18/2022,61
French Polynesia,1/14/2022,722
Morocco,1/17/2022,54615
Mexico,1/26/2022,693042
Belarus,1/4/2022,58856
Sint Maarten (Dutch part),1/10/2022,391
Madagascar,2/3/2022,5727
Azerbaijan,1/6/2022,12763
South Africa,1/31/2022,61721
Laos,2/16/2022,30225
Sweden,2/11/2022,42490
Cambodia,1/18/2022,131259
Guernsey,2/14/2022,83
Luxembourg,1/25/2022,5015
Zimbabwe,2/5/2022,10108
Poland,2/4/2022,98699
Faeroe Islands,2/2/2022,91
Paraguay,2/13/2022,23944
Cote d'Ivoire,1/29/2022,27394
Kiribati,1/10/2022,964
Albania,1/23/2022,5471
Hong Kong,2/12/2022,76069
Nicaragua,1/8/2022,23052
Eswatini,2/6/2022,1211
Venezuela,1/31/2022,170695
Botswana,1/22/2022,2733
Hungary,1/6/2022,16864
Iceland,2/6/2022,1990
Mali,1/21/2022,11722
Lebanon,2/5/2022,12860
Equatorial Guinea,1/9/2022,73
El Salvador,2/9/2022,9649
Malawi,1/11/2022,4921
North Macedonia,1/2/2022,1615
Greenland,1/3/2022,7
Algeria,1/3/2022,22589
Togo,1/1/2022,5110
Paraguay,1/10/2022,27987
Philippines,1/26/2022,513673
Papua New Guinea,2/4/2022,664
Kazakhstan,1/13/2022,7913
Finland,1/2/2022,38782
Guernsey,1/18/2022,59
Yemen,2/11/2022,1799
China,1/8/2022,7558429
Pakistan,1/5/2022,800125
Suriname,1/25/2022,185
Belgium,2/5/2022,31445
Bangladesh,2/6/2022,957674
Kyrgyzstan,1/5/2022,4871
Brazil,1/15/2022,723965
Finland,1/4/2022,31008
Montenegro,2/16/2022,345
Sweden,1/29/2022,67935
Bulgaria,2/3/2022,7558
British Virgin Islands,2/3/2022,7
Pakistan,2/11/2022,2032606
Vietnam,1/3/2022,1011062
South Sudan,1/19/2022,2119
Hungary,1/29/2022,24323
Palestine,1/7/2022,3012
Kyrgyzstan,2/7/2022,7285
Taiwan,1/30/2022,263755
Afghanistan,2/5/2022,12573
Serbia,2/4/2022,3593
Denmark,1/12/2022,44741
Senegal,1/20/2022,4472
Niger,1/27/2022,972
Albania,1/25/2022,5471
Low income,2/14/2022,58839
Rwanda,1/25/2022,132160
Iceland,2/14/2022,706
Aruba,2/9/2022,62
Brazil,1/8/2022,560272
North Macedonia,1/16/2022,1615
New Zealand,2/17/2022,47077
Eswatini,1/23/2022,3311
Egypt,1/4/2022,424464
Colombia,2/11/2022,233569
Serbia,1/29/2022,3928
Norway,2/15/2022,7923
Botswana,1/15/2022,2733
Canada,2/8/2022,153146
Slovakia,1/13/2022,21192
Nepal,2/12/2022,252282
Malawi,1/24/2022,1458
United States,1/23/2022,792519
Kosovo,2/10/2022,1562
Turks and Caicos Islands,1/11/2022,122
Europe,1/8/2022,3790877
New Zealand,1/10/2022,35329
Jersey,1/9/2022,543
Kosovo,2/13/2022,1210
High income,2/14/2022,3290478
Russia,1/27/2022,301003
Jamaica,2/14/2022,1991
Iceland,1/28/2022,1918
Saint Vincent and the Grenadines,2/3/2022,189
South Africa,2/12/2022,118910
Germany,2/11/2022,197525
Dominican Republic,2/12/2022,17764
Uruguay,1/31/2022,15944
Isle of Man,1/31/2022,104
Hong Kong,1/17/2022,39370
Ethiopia,2/8/2022,61
Uzbekistan,1/16/2022,50667
Denmark,2/8/2022,4924
South Africa,2/18/2022,58588
Fiji,2/10/2022,279
Bahrain,1/21/2022,3422
Ireland,2/16/2022,7869
Thailand,1/7/2022,289208
Tonga,1/6/2022,367
French Polynesia,1/23/2022,361
Paraguay,1/5/2022,28290
Mexico,1/3/2022,42873
Lebanon,1/17/2022,16268
Kyrgyzstan,1/18/2022,8822
New Caledonia,2/11/2022,130
Australia,2/9/2022,192391
Upper middle income,2/5/2022,4730256
Bahrain,2/5/2022,2357
Guatemala,2/10/2022,45534
Egypt,1/31/2022,247261
Poland,2/16/2022,58664
Mexico,1/17/2022,585596
Tanzania,1/20/2022,33124
China,2/6/2022,952000
Liechtenstein,1/15/2022,319
Croatia,2/1/2022,6541
Kyrgyzstan,2/10/2022,7770
Macao,2/16/2022,2407
Ghana,1/6/2022,59476
Bhutan,2/1/2022,4477
Slovakia,1/12/2022,22059
Andorra,1/19/2022,787
Ghana,2/2/2022,84487
Serbia,1/10/2022,1437
Chad,1/20/2022,1792
Guyana,1/4/2022,1356
Algeria,1/23/2022,16222
Nepal,1/10/2022,218504
South America,1/13/2022,2053924
Czechia,1/2/2022,40352
Bhutan,2/10/2022,5439
Cook Islands,1/18/2022,4
Guinea-Bissau,2/2/2022,1972
Denmark,1/24/2022,22202
Brunei,1/25/2022,2316
Burundi,1/22/2022,62
Laos,1/17/2022,35334
Angola,1/7/2022,43905
Turkey,2/11/2022,158638
Mongolia,2/17/2022,955
Haiti,2/14/2022,453
Kazakhstan,1/25/2022,19487
Israel,2/9/2022,7062
Malaysia,1/28/2022,188702
Turkey,2/1/2022,153350
Costa Rica,2/9/2022,16514
Greece,1/6/2022,62972
Northern Ireland,2/12/2022,2140
Sweden,1/12/2022,48033
Cyprus,1/2/2022,3393
Lithuania,1/8/2022,15751
Uzbekistan,2/1/2022,31659
Israel,1/22/2022,23003
Australia,1/28/2022,235002
Turks and Caicos Islands,1/26/2022,122
Cayman Islands,1/17/2022,184
North Macedonia,1/19/2022,1406
Japan,2/12/2022,662049
Serbia,2/13/2022,2834
Cuba,1/29/2022,82349
North America,2/3/2022,1366214
Barbados,2/17/2022,151
Netherlands,1/25/2022,56526
Isle of Man,1/4/2022,243
Cayman Islands,1/8/2022,219
Northern Ireland,2/9/2022,2126
Bahamas,2/10/2022,319
Tunisia,2/14/2022,8568
Switzerland,2/5/2022,16225
Myanmar,1/23/2022,173992
Moldova,1/17/2022,6153
Azerbaijan,1/12/2022,26951
Bahrain,1/9/2022,5775
Dominican Republic,1/25/2022,18311
Georgia,1/16/2022,7687
El Salvador,1/26/2022,10331
Jamaica,1/12/2022,4686
Indonesia,1/14/2022,1252137
Bulgaria,1/10/2022,23989
Netherlands,2/18/2022,7274
Antigua and Barbuda,1/2/2022,58
Taiwan,1/2/2022,76760
Montenegro,2/8/2022,427
Europe,1/2/2022,3201370
Faeroe Islands,1/28/2022,153
Ethiopia,1/12/2022,430
Tanzania,1/7/2022,33124
Wales,1/27/2022,5794
Lebanon,1/11/2022,27218
Lebanon,2/20/2022,10741
Jersey,1/22/2022,202
Cote d'Ivoire,2/9/2022,65578
Macao,2/2/2022,1239
Zambia,1/7/2022,19910
Afghanistan,1/27/2022,9802
Norway,1/27/2022,27871
Kyrgyzstan,1/12/2022,6436
Europe,2/9/2022,1737032
Sint Maarten (Dutch part),2/6/2022,59
Liechtenstein,2/15/2022,33
South Sudan,1/12/2022,1049
China,1/10/2022,7201857
Uzbekistan,1/2/2022,104568
Ireland,2/9/2022,8859
Laos,1/23/2022,44415
Angola,1/10/2022,74210
Jersey,1/7/2022,526
Rwanda,1/27/2022,146449
Low income,1/2/2022,1054308
Qatar,2/1/2022,27849
North America,1/2/2022,1706940
Sweden,1/19/2022,71862
Greenland,1/5/2022,13
Czechia,2/20/2022,8889
French Polynesia,2/4/2022,217
Saint Vincent and the Grenadines,1/24/2022,82
Sweden,1/30/2022,66274
Cameroon,1/1/2022,1178
Serbia,1/11/2022,2116
Madagascar,1/30/2022,5727
United Kingdom,2/1/2022,92810
Thailand,1/5/2022,155497
Maldives,2/18/2022,1782
Burundi,1/10/2022,41
Chile,1/27/2022,65005
Burkina Faso,1/6/2022,9770
Belgium,1/12/2022,122441
Cook Islands,1/9/2022,7
Benin,1/30/2022,14887
Iran,2/19/2022,259051
South Sudan,1/29/2022,2910
North America,2/16/2022,1175603
Democratic Republic of Congo,1/4/2022,6891
Yemen,1/4/2022,1926
South Sudan,1/24/2022,2720
Turkey,2/5/2022,161370
New Caledonia,1/12/2022,143
Cayman Islands,2/2/2022,96
Montenegro,1/14/2022,708
Sri Lanka,1/11/2022,42584
Nauru,1/9/2022,0
Eswatini,1/9/2022,2041
Latvia,2/7/2022,3454
Bangladesh,1/16/2022,1696220
Italy,1/13/2022,652408
Indonesia,1/15/2022,1252137
Czechia,1/23/2022,42568
Faeroe Islands,1/18/2022,137
Albania,2/10/2022,4178
Poland,2/11/2022,72635
Kenya,1/20/2022,59708
Cote d'Ivoire,1/6/2022,46003
Brazil,1/5/2022,415631
Croatia,1/1/2022,11853
Turks and Caicos Islands,1/13/2022,122
Aruba,1/18/2022,69
Anguilla,2/8/2022,26
Argentina,1/10/2022,415616
Brazil,2/3/2022,1099789
High income,2/15/2022,3257751
Guyana,1/23/2022,1883
Macao,1/27/2022,2561
United Arab Emirates,1/8/2022,29997
Portugal,2/9/2022,64885
Moldova,1/4/2022,2027
Zambia,2/1/2022,13823
Mozambique,1/30/2022,57322
Democratic Republic of Congo,1/21/2022,2161
Netherlands,1/10/2022,240565
Tajikistan,1/23/2022,24840
Low income,2/1/2022,349985
Honduras,2/7/2022,18628
Liberia,1/2/2022,11591
Armenia,1/13/2022,6884
Mongolia,2/14/2022,814
Jamaica,1/3/2022,1997
Cote d'Ivoire,1/16/2022,13087
Czechia,2/2/2022,27895
Turks and Caicos Islands,1/6/2022,122
Hong Kong,1/21/2022,38249
Finland,1/17/2022,32176
Upper middle income,2/15/2022,9860964
Syria,2/2/2022,2829
Panama,2/8/2022,14711
Oceania,2/10/2022,246407
Namibia,2/17/2022,
New Caledonia,2/12/2022,140
Indonesia,2/18/2022,1252137
Serbia,1/23/2022,4769
Malaysia,2/14/2022,154981
Iraq,1/5/2022,36148
Chad,2/3/2022,1247
Luxembourg,2/4/2022,2440
Guinea-Bissau,2/4/2022,4358
Singapore,2/5/2022,20776
Turks and Caicos Islands,1/30/2022,122
Bolivia,1/25/2022,44508
Uzbekistan,2/5/2022,87084
Lower middle income,2/18/2022,10698485
Haiti,1/24/2022,1065
British Virgin Islands,1/3/2022,11
Anguilla,2/14/2022,25
Spain,1/17/2022,237985
Ukraine,2/4/2022,60040
British Virgin Islands,1/19/2022,23
Nepal,2/5/2022,357844
High income,2/6/2022,3594270
El Salvador,1/23/2022,11761
Belarus,2/5/2022,27398
Malta,1/11/2022,7062
Spain,1/10/2022,174978
United States,2/4/2022,502825
New Zealand,2/19/2022,42885
Romania,1/21/2022,15741
Ethiopia,1/27/2022,633
Andorra,1/20/2022,760
Saint Kitts and Nevis,1/11/2022,82
Mauritania,1/7/2022,41624
Upper middle income,2/13/2022,9772248
Peru,1/2/2022,189574
Somalia,1/19/2022,3549
Asia,2/4/2022,11739447
Montenegro,1/20/2022,748
Somalia,1/1/2022,6736
Angola,2/2/2022,101233
Niger,1/13/2022,11134
Yemen,2/8/2022,1995
Turkey,2/12/2022,158220
Greece,2/3/2022,44488
Jersey,2/5/2022,113
Albania,2/7/2022,10183
Scotland,1/31/2022,8772
Montserrat,1/27/2022,19
Solomon Islands,1/4/2022,680
Azerbaijan,2/7/2022,31121
Oman,1/28/2022,16068
Ireland,2/10/2022,8734
Turkey,1/1/2022,511603
Bangladesh,2/1/2022,1022933
Dominica,1/18/2022,34
Sudan,1/29/2022,93528
Sri Lanka,2/3/2022,99917
South Korea,2/4/2022,176697
Bulgaria,1/31/2022,8748
Cook Islands,1/26/2022,6
Oceania,1/27/2022,311859
Greece,1/8/2022,77272
Indonesia,1/27/2022,1252137
Cyprus,1/23/2022,4220
Wales,2/16/2022,6132
Isle of Man,2/10/2022,78
Romania,1/10/2022,29767
Low income,1/1/2022,1226709
Benin,1/4/2022,17434
Malaysia,1/20/2022,208488
Kosovo,1/21/2022,4136
Uruguay,2/4/2022,10935
Togo,1/3/2022,4981
Syria,1/30/2022,2829
Vietnam,1/28/2022,946917
Egypt,1/3/2022,424464
Japan,2/9/2022,664395
Malawi,2/8/2022,1188
Dominica,2/13/2022,29
Singapore,1/17/2022,44080
Malta,1/29/2022,2300
Mali,1/4/2022,14682
World,2/5/2022,18354704
Guinea-Bissau,1/27/2022,746
Luxembourg,1/10/2022,6078
Ethiopia,1/3/2022,11147
Uganda,2/7/2022,294514
Sri Lanka,1/23/2022,64861
Moldova,1/18/2022,6207
Cook Islands,1/7/2022,10
North America,1/31/2022,1866347
Switzerland,1/20/2022,51104
Sao Tome and Principe,2/17/2022,
Niger,1/2/2022,18757
Sierra Leone,1/27/2022,28631
Montserrat,1/30/2022,13
Comoros,2/8/2022,2141
World,2/7/2022,18332312
Philippines,2/2/2022,361139
Albania,2/9/2022,4263
Haiti,1/8/2022,251
Tunisia,1/28/2022,10986
Cayman Islands,1/13/2022,184
Bermuda,1/9/2022,170
Zambia,2/19/2022,16741
Tunisia,1/26/2022,17309
Hungary,1/9/2022,23380
Armenia,1/14/2022,7382
Dominica,1/28/2022,44
South Africa,1/27/2022,64469
Guyana,1/13/2022,2051
Belize,2/11/2022,484
Zimbabwe,1/5/2022,12156
France,2/6/2022,206267
Grenada,2/16/2022,45
Costa Rica,1/3/2022,17650
Kazakhstan,2/16/2022,332923
Central African Republic,1/29/2022,4817
Turks and Caicos Islands,2/9/2022,35
Bermuda,2/1/2022,336
Norway,1/12/2022,54097
Asia,1/31/2022,14467744
Yemen,1/26/2022,3626
Mali,1/27/2022,
Greenland,2/14/2022,11
Paraguay,1/17/2022,23690
El Salvador,1/22/2022,12914
Guatemala,2/13/2022,47436
Estonia,1/29/2022,2678
Zambia,1/2/2022,22489
Maldives,2/17/2022,1842
Samoa,1/27/2022,324
Panama,1/21/2022,25829
Moldova,2/5/2022,5380
United States,2/2/2022,580955
Romania,2/11/2022,10791
Mali,1/3/2022,10105
Iceland,1/17/2022,3473
Philippines,1/16/2022,797265
Paraguay,2/15/2022,21383
Saudi Arabia,1/23/2022,208487
Azerbaijan,1/26/2022,20899
Nigeria,2/17/2022,
Estonia,2/15/2022,1173
Gibraltar,1/13/2022,102
Isle of Man,1/8/2022,531
Saudi Arabia,1/12/2022,192627
South Korea,2/16/2022,183441
Europe,1/9/2022,3754646
Equatorial Guinea,1/5/2022,49
Macao,1/11/2022,2212
Honduras,1/7/2022,31380
Mongolia,2/5/2022,470
Saint Vincent and the Grenadines,1/15/2022,82
Madagascar,1/7/2022,7097
Low income,2/20/2022,979623
Cameroon,1/4/2022,254
Sri Lanka,2/16/2022,48718
Libya,1/24/2022,10031
Yemen,1/8/2022,1926
Russia,1/21/2022,221956
Iran,1/28/2022,391581
Central African Republic,2/6/2022,7365
Trinidad and Tobago,1/26/2022,1879
Guatemala,1/23/2022,81867
Panama,2/14/2022,13709
Morocco,1/4/2022,69049
Hungary,1/10/2022,25552
Taiwan,2/7/2022,57650
Turkey,1/25/2022,176069
Poland,1/9/2022,172877
Algeria,1/7/2022,22589
El Salvador,1/13/2022,15221
Germany,1/24/2022,481849
Eswatini,2/4/2022,1474
South Korea,2/14/2022,189498
Anguilla,2/6/2022,28
Antigua and Barbuda,1/10/2022,80
Vanuatu,1/28/2022,543
Guinea,1/21/2022,170175
Jordan,2/6/2022,14848
Serbia,1/18/2022,6229
Vanuatu,1/24/2022,736
South Sudan,1/17/2022,1743
World,1/28/2022,26015898
Isle of Man,1/26/2022,140
Papua New Guinea,2/7/2022,1054
Saint Lucia,1/20/2022,121
European Union,2/13/2022,1049284
World,1/15/2022,35608574
Saudi Arabia,2/4/2022,223710
Anguilla,1/31/2022,30
Lebanon,1/23/2022,11510
South Sudan,1/21/2022,2494
Cayman Islands,2/10/2022,12
Angola,1/4/2022,36937
Hong Kong,1/3/2022,21288
Suriname,2/15/2022,141
Iceland,1/12/2022,2173
Paraguay,2/16/2022,20103
Suriname,2/13/2022,147
Cape Verde,1/15/2022,2876
Philippines,2/3/2022,369769
Wallis and Futuna,1/11/2022,7
Haiti,1/28/2022,2150
Iraq,2/12/2022,40689
Bangladesh,1/31/2022,1046071
El Salvador,1/7/2022,9990
Canada,1/24/2022,281341
Tunisia,2/19/2022,6943
Hungary,1/4/2022,12519
Sao Tome and Principe,1/8/2022,384
Low income,1/8/2022,799889
Oceania,1/26/2022,309500
Ethiopia,1/7/2022,5711
Indonesia,1/20/2022,1252137
Trinidad and Tobago,2/18/2022,1567
Uzbekistan,1/23/2022,3947
Thailand,1/6/2022,189844
Taiwan,1/24/2022,382861
Curacao,1/5/2022,1068
Chile,1/24/2022,71788
Honduras,1/9/2022,24499
Guinea-Bissau,1/21/2022,448
Cyprus,1/31/2022,3106
